40,Acura,TSX,2012,premium unleaded (recommended),AUTOMATIC,201,33110,|n
41,Acura,TSX,2012,premium unleaded (recommended),MANUAL,201,31010,|n
42,Acura,TSX,2012,premium unleaded (required),AUTOMATIC,280,38650,|n
43,Acura,TSX,2013,premium unleaded (recommended),AUTOMATIC,280,39150,|n
44,Acura,TSX,2013,premium unleaded (recommended),MANUAL,201,31510,|n
45,Acura,TSX,2014,premium unleaded (recommended),AUTOMATIC,280,39275,|n
46,Acura,TSX,2014,premium unleaded (recommended),MANUAL,201,31635,|n
47,Acura,TSX Sport Wagon,2012,premium unleaded (recommended),AUTOMATIC,201,35010,|n
48,Acura,TSX Sport Wagon,2013,premium unleaded (recommended),AUTOMATIC,201,35510,47
49,Acura,TSX Sport Wagon,2014,premium unleaded (recommended),AUTOMATIC,201,35635,48
50,Acura,ZDX,2011,premium unleaded (required),AUTOMATIC,300,56570,|n
51,Acura,ZDX,2012,premium unleaded (required),AUTOMATIC,300,56670,50
52,Acura,ZDX,2013,premium unleaded (recommended),AUTOMATIC,300,50920,|n
53,Alfa Romeo,4C,2015,premium unleaded (required),AUTOMATED_MANUAL,237,68400,|n
54,Alfa Romeo,4C,2016,premium unleaded (required),AUTOMATED_MANUAL,237,65900,53
55,Aston Martin,DB9,2013,premium unleaded (required),AUTOMATIC,510,198700,|n
56,Aston Martin,DB9,2014,premium unleaded (required),AUTOMATIC,510,200800,55
57,Aston Martin,DB9,2015,premium unleaded (required),AUTOMATIC,510,213295,56
58,Aston Martin,DB9 GT,2016,premium unleaded (required),AUTOMATIC,540,235307,|n
59,Aston Martin,DBS,2010,premium unleaded (required),AUTOMATIC,510,283900,|n
60,Aston Martin,DBS,2010,premium unleaded (required),MANUAL,510,279500,|n
61,Aston Martin,DBS,2011,premium unleaded (required),AUTOMATIC,510,286739,|n
62,Aston Martin,DBS,2011,premium unleaded (required),MANUAL,510,282295,|n
63,Aston Martin,DBS,2012,premium unleaded (required),AUTOMATIC,510,296387,|n
64,Aston Martin,DBS,2012,premium unleaded (required),MANUAL,510,295987,|n
65,Aston Martin,Rapide,2010,premium unleaded (required),AUTOMATIC,470,197850,|n
66,Aston Martin,Rapide,2011,premium unleaded (required),AUTOMATIC,470,207895,65
67,Aston Martin,Rapide,2012,premium unleaded (required),AUTOMATIC,470,226850,66
68,Aston Martin,Rapide S,2014,premium unleaded (required),AUTOMATIC,550,198250,|n
69,Aston Martin,Rapide S,2015,premium unleaded (required),AUTOMATIC,552,203995,68
70,Aston Martin,Rapide S,2016,premium unleaded (required),AUTOMATIC,552,206000,69
71,Aston Martin,V12 Vanquish,2005,premium unleaded (required),AUTOMATED_MANUAL,520,255000,|n
72,Aston Martin,V12 Vanquish,2006,premium unleaded (required),AUTOMATED_MANUAL,520,260000,71
73,Aston Martin,V12 Vantage,2011,premium unleaded (required),MANUAL,510,191995,|n
74,Aston Martin,V12 Vantage,2012,premium unleaded (required),MANUAL,510,195895,73
75,Aston Martin,V12 Vantage S,2015,premium unleaded (required),AUTOMATED_MANUAL,565,182395,|n
76,Aston Martin,V12 Vantage S,2016,premium unleaded (required),AUTOMATED_MANUAL,565,198195,75
77,Aston Martin,V8 Vantage,2014,premium unleaded (required),AUTOMATED_MANUAL,430,150900,|n
78,Aston Martin,V8 Vantage,2014,premium unleaded (required),MANUAL,430,145200,|n
79,Aston Martin,V8 Vantage,2015,premium unleaded (required),AUTOMATED_MANUAL,430,153195,|n
80,Aston Martin,V8 Vantage,2015,premium unleaded (required),MANUAL,430,147495,|n
81,Aston Martin,V8 Vantage,2016,premium unleaded (required),AUTOMATED_MANUAL,430,154495,|n
82,Aston Martin,V8 Vantage,2016,premium unleaded (required),MANUAL,430,148795,|n
83,Aston Martin,Vanquish,2014,premium unleaded (required),AUTOMATIC,565,296295,|n
84,Aston Martin,Vanquish,2015,premium unleaded (required),AUTOMATIC,568,301695,83
85,Aston Martin,Vanquish,2016,premium unleaded (required),AUTOMATIC,568,320695,84
86,Aston Martin,Virage,2012,premium unleaded (required),AUTOMATIC,490,223295,|n
87,Audi,A3,2015,diesel,AUTOMATED_MANUAL,150,41050,|n
88,Audi,A3,2015,premium unleaded (recommended),AUTOMATED_MANUAL,220,47050,|n
89,Audi,A3,2016,diesel,AUTOMATED_MANUAL,150,42050,|n
90,Audi,A3,2016,premium unleaded (recommended),AUTOMATED_MANUAL,220,48450,|n
91,Audi,A3,2017,premium unleaded (recommended),AUTOMATED_MANUAL,220,49250,90
92,Audi,A4,2015,premium unleaded (required),AUTOMATIC,220,45000,|n
93,Audi,A4,2015,premium unleaded (required),MANUAL,220,43800,|n
94,Audi,A4,2016,premium unleaded (required),AUTOMATIC,220,40100,|n
95,Audi,A4,2016,premium unleaded (required),MANUAL,220,39100,|n
96,Audi,A4,2017,premium unleaded (recommended),AUTOMATED_MANUAL,252,48000,|n
97,Audi,A4 allroad,2017,premium unleaded (recommended),AUTOMATED_MANUAL,252,51400,|n
98,Audi,A5,2016,premium unleaded (required),AUTOMATIC,220,50200,|n
99,Audi,A5,2016,premium unleaded (required),MANUAL,220,42800,|n
100,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),AUTOMATIC,220,48600,|n
101,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),MANUAL,220,41200,|n
102,Audi,A6,2015,diesel,AUTOMATIC,240,62500,|n
103,Audi,A6,2015,premium unleaded (recommended),AUTOMATIC,220,50450,|n
104,Audi,A6,2015,premium unleaded (required),AUTOMATIC,310,60100,|n
105,Audi,A6,2016,diesel,AUTOMATIC,240,63700,|n
106,Audi,A6,2016,premium unleaded (recommended),AUTOMATED_MANUAL,252,49900,|n
107,Audi,A6,2016,premium unleaded (recommended),AUTOMATIC,252,52100,|n
108,Audi,A6,2016,premium unleaded (required),AUTOMATIC,333,61600,|n
109,Audi,A6,2017,premium unleaded (recommended),AUTOMATED_MANUAL,252,51600,|n
110,Audi,A6,2017,premium unleaded (recommended),AUTOMATIC,252,53800,|n
111,Audi,A6,2017,premium unleaded (required),AUTOMATIC,340,67600,|n
112,Audi,A7,2015,diesel,AUTOMATIC,240,72150,|n
113,Audi,A7,2015,premium unleaded (required),AUTOMATIC,310,69750,|n
114,Audi,A7,2016,diesel,AUTOMATIC,240,73050,|n
115,Audi,A7,2016,premium unleaded (required),AUTOMATIC,333,70950,|n
116,Audi,A7,2017,premium unleaded (required),AUTOMATIC,333,71350,115
117,Audi,A8,2016,diesel,AUTOMATIC,240,85200,|n
118,Audi,A8,2016,premium unleaded (required),AUTOMATIC,500,137900,|n
119,Audi,A8,2017,premium unleaded (required),AUTOMATIC,450,91500,118
120,Audi,allroad,2014,premium unleaded (recommended),AUTOMATIC,220,49200,|n
121,Audi,allroad,2015,premium unleaded (recommended),AUTOMATIC,220,49800,120
122,Audi,allroad,2016,premium unleaded (recommended),AUTOMATIC,220,44800,121
123,Audi,allroad quattro,2005,regular unleaded,AUTOMATIC,300,47250,|n
124,Audi,allroad quattro,2005,regular unleaded,MANUAL,250,40250,|n
125,Audi,Q3,2015,premium unleaded (recommended),AUTOMATIC,200,38500,|n
126,Audi,Q3,2016,premium unleaded (recommended),AUTOMATIC,200,40700,125
127,Audi,Q3,2017,premium unleaded (recommended),AUTOMATIC,200,41300,126
128,Audi,Q5,2015,diesel,AUTOMATIC,240,55000,|n
129,Audi,Q5,2015,premium unleaded (required),AUTOMATIC,272,52900,|n
130,Audi,Q5,2016,diesel,AUTOMATIC,240,57700,|n
131,Audi,Q5,2016,premium unleaded (required),AUTOMATIC,272,53500,|n
132,Audi,Q5,2017,flex-fuel (premium unleaded recommended/E85),AUTOMATIC,220,43150,|n
133,Audi,Q5,2017,premium unleaded (required),AUTOMATIC,272,53200,|n
134,Audi,Q7,2014,diesel,AUTOMATIC,240,64900,|n
135,Audi,Q7,2014,premium unleaded (required),AUTOMATIC,333,60900,|n
136,Audi,Q7,2015,diesel,AUTOMATIC,240,65400,|n
137,Audi,Q7,2015,premium unleaded (required),AUTOMATIC,333,61900,|n
138,Audi,Q7,2017,premium unleaded (required),AUTOMATIC,333,64300,137
139,Audi,R8,2014,premium unleaded (required),AUTOMATED_MANUAL,550,179645,|n
140,Audi,R8,2014,premium unleaded (required),MANUAL,550,170545,|n
141,Audi,R8,2015,premium unleaded (required),AUTOMATED_MANUAL,570,199900,|n
142,Audi,R8,2015,premium unleaded (required),MANUAL,550,190600,|n
143,Audi,R8,2017,premium unleaded (required),AUTOMATED_MANUAL,610,189900,|n
144,Audi,RS 4,2007,premium unleaded (required),MANUAL,420,66000,|n
145,Audi,RS 4,2008,premium unleaded (required),MANUAL,420,81900,144
146,Audi,RS 5,2013,premium unleaded (required),AUTOMATED_MANUAL,450,77900,|n
147,Audi,RS 5,2014,premium unleaded (required),AUTOMATED_MANUAL,450,77900,146
148,Audi,RS 5,2015,premium unleaded (required),AUTOMATED_MANUAL,450,79200,147
149,Audi,RS 7,2015,premium unleaded (required),AUTOMATIC,560,106500,|n
150,Audi,RS 7,2016,premium unleaded (required),AUTOMATIC,560,108900,149
151,Audi,RS 7,2017,premium unleaded (required),AUTOMATIC,560,110700,150
152,Audi,S3,2015,premium unleaded (required),AUTOMATED_MANUAL,292,47000,|n
153,Audi,S3,2016,premium unleaded (required),AUTOMATED_MANUAL,292,48650,152
154,Audi,S3,2017,premium unleaded (required),AUTOMATED_MANUAL,292,48400,153
155,Audi,S4,2014,premium unleaded (required),AUTOMATED_MANUAL,333,55400,|n
156,Audi,S4,2014,premium unleaded (required),MANUAL,333,54000,|n
157,Audi,S4,2015,premium unleaded (required),AUTOMATED_MANUAL,333,55700,|n
158,Audi,S4,2015,premium unleaded (required),MANUAL,333,54300,|n
159,Audi,S4,2016,premium unleaded (required),AUTOMATED_MANUAL,333,56100,|n
160,Audi,S4,2016,premium unleaded (required),MANUAL,333,55100,|n
161,Audi,S5,2016,premium unleaded (required),AUTOMATED_MANUAL,333,67350,|n
162,Audi,S5,2016,premium unleaded (required),MANUAL,333,59350,|n
163,Audi,S5,2017,premium unleaded (required),AUTOMATED_MANUAL,333,61100,|n
164,Audi,S5,2017,premium unleaded (required),MANUAL,333,53100,|n
165,Audi,S6,2015,premium unleaded (required),AUTOMATED_MANUAL,420,75500,|n
166,Audi,S6,2016,premium unleaded (required),AUTOMATED_MANUAL,450,75300,165
167,Audi,S6,2017,premium unleaded (required),AUTOMATED_MANUAL,450,74100,166
168,Audi,S7,2015,premium unleaded (required),AUTOMATED_MANUAL,420,82500,|n
169,Audi,S7,2016,premium unleaded (required),AUTOMATED_MANUAL,450,82900,168
170,Audi,S7,2017,premium unleaded (required),AUTOMATED_MANUAL,450,82900,169
171,Audi,S8,2015,premium unleaded (required),AUTOMATIC,520,114900,|n
172,Audi,S8,2016,premium unleaded (required),AUTOMATIC,605,114900,171
173,Audi,S8,2017,premium unleaded (recommended),AUTOMATIC,605,115900,|n
174,Audi,SQ5,2015,premium unleaded (required),AUTOMATIC,354,60200,|n
175,Audi,SQ5,2016,premium unleaded (required),AUTOMATIC,354,60800,174
176,Audi,SQ5,2017,premium unleaded (required),AUTOMATIC,354,60800,175
177,Audi,TT,2015,premium unleaded (recommended),AUTOMATED_MANUAL,211,43350,|n
178,Audi,TT,2016,premium unleaded (recommended),AUTOMATED_MANUAL,220,46400,177
179,Audi,TT,2017,premium unleaded (recommended),AUTOMATED_MANUAL,220,47000,178
180,Audi,TT RS,2012,premium unleaded (required),MANUAL,360,56850,|n
181,Audi,TT RS,2013,premium unleaded (required),MANUAL,360,57200,180
182,Audi,TTS,2015,premium unleaded (required),AUTOMATED_MANUAL,265,51700,|n
183,Audi,TTS,2016,premium unleaded (required),AUTOMATED_MANUAL,292,51900,182
184,Audi,TTS,2017,premium unleaded (required),AUTOMATED_MANUAL,292,52500,183
185,Bentley,Arnage,2007,premium unleaded (required),AUTOMATIC,450,263990,|n
186,Bentley,Arnage,2008,premium unleaded (required),AUTOMATIC,450,263990,185
187,Bentley,Arnage,2009,premium unleaded (required),AUTOMATIC,500,270990,186
188,Bentley,Azure,2007,premium unleaded (required),AUTOMATIC,450,329990,|n
189,Bentley,Azure,2008,premium unleaded (required),AUTOMATIC,450,329990,188
190,Bentley,Azure,2009,premium unleaded (required),AUTOMATIC,450,334990,189
191,Bentley,Azure T,2010,premium unleaded (required),AUTOMATIC,500,363000,|n
192,Bentley,Brooklands,2009,premium unleaded (required),AUTOMATIC,530,340990,|n
193,Bentley,Brooklands,2010,premium unleaded (required),AUTOMATIC,530,340990,192
194,Bentley,Continental Flying Spur,2011,flex-fuel (premium unleaded required/E85),AUTOMATIC,552,181200,|n
195,Bentley,Continental Flying Spur,2012,flex-fuel (premium unleaded required/E85),AUTOMATIC,552,184200,194
196,Bentley,Continental Flying Spur,2013,flex-fuel (premium unleaded required/E85),AUTOMATIC,552,184200,195
197,Bentley,Continental Flying Spur Speed,2011,premium unleaded (required),AUTOMATIC,600,206600,|n
198,Bentley,Continental Flying Spur Speed,2012,flex-fuel (premium unleaded required/E85),AUTOMATIC,600,209600,|n
199,Bentley,Continental Flying Spur Speed,2013,flex-fuel (premium unleaded required/E85),AUTOMATIC,600,209600,198
200,Bentley,Continental GT,2014,flex-fuel (premium unleaded required/E85),AUTOMATIC,567,198600,|n
201,Bentley,Continental GT,2014,premium unleaded (required),AUTOMATIC,521,196500,|n
202,Bentley,Continental GT,2015,flex-fuel (premium unleaded required/E85),AUTOMATIC,626,250100,|n
203,Bentley,Continental GT,2015,premium unleaded (required),AUTOMATIC,521,219400,|n
204,Bentley,Continental GT,2016,premium unleaded (required),AUTOMATIC,626,263400,203
205,Bentley,Continental GT Speed,2010,premium unleaded (required),AUTOMATIC,600,207700,|n
206,Bentley,Continental GT Speed,2014,flex-fuel (premium unleaded required/E85),AUTOMATIC,616,217000,|n
207,Bentley,Continental GT Speed Convertible,2014,flex-fuel (premium unleaded required/E85),AUTOMATIC,626,238700,|n
208,Bentley,Continental GT3-R,2015,premium unleaded (required),AUTOMATIC,572,337000,|n
209,Bentley,Continental GTC,2012,flex-fuel (premium unleaded required/E85),AUTOMATIC,567,212800,|n
210,Bentley,Continental GTC,2013,flex-fuel (premium unleaded required/E85),AUTOMATIC,567,212800,209
211,Bentley,Continental GTC,2013,premium unleaded (required),AUTOMATIC,500,191400,|n
212,Bentley,Continental GTC,2014,flex-fuel (premium unleaded required/E85),AUTOMATIC,567,218500,|n
213,Bentley,Continental GTC,2014,premium unleaded (required),AUTOMATIC,521,216200,|n
214,Bentley,Continental GTC Speed,2010,premium unleaded (required),AUTOMATIC,600,231400,|n
215,Bentley,Continental GTC Speed,2011,flex-fuel (premium unleaded required/E85),AUTOMATIC,600,236100,|n
216,Bentley,Continental Supersports,2010,flex-fuel (premium unleaded required/E85),AUTOMATIC,621,267000,|n
217,Bentley,Continental Supersports,2011,flex-fuel (premium unleaded required/E85),AUTOMATIC,621,267000,216
218,Bentley,Continental Supersports,2012,flex-fuel (premium unleaded required/E85),AUTOMATIC,621,267000,217
219,Bentley,Continental Supersports Convertible,2011,flex-fuel (premium unleaded required/E85),AUTOMATIC,621,280400,|n
220,Bentley,Continental Supersports Convertible,2012,flex-fuel (premium unleaded required/E85),AUTOMATIC,621,280400,219
221,Bentley,Flying Spur,2014,flex-fuel (premium unleaded required/E85),AUTOMATIC,616,200500,|n
222,Bentley,Flying Spur,2015,flex-fuel (premium unleaded required/E85),AUTOMATIC,616,215800,221
223,Bentley,Flying Spur,2015,premium unleaded (required),AUTOMATIC,500,195100,|n
224,Bentley,Flying Spur,2016,premium unleaded (required),AUTOMATIC,616,222300,223
225,Bentley,Mulsanne,2014,premium unleaded (required),AUTOMATIC,505,298900,|n
226,Bentley,Mulsanne,2015,premium unleaded (required),AUTOMATIC,505,303700,225
227,Bentley,Mulsanne,2016,premium unleaded (required),AUTOMATIC,530,335600,226
228,Bentley,Supersports Convertible ISR,2013,flex-fuel (premium unleaded required/E85),AUTOMATIC,631,291900,|n
229,BMW,1 Series,2011,premium unleaded (required),MANUAL,300,40650,|n
230,BMW,1 Series,2012,premium unleaded (required),MANUAL,300,44100,229
231,BMW,1 Series,2013,premium unleaded (required),MANUAL,320,48250,230
232,BMW,1 Series M,2011,premium unleaded (required),MANUAL,335,46135,|n
233,BMW,2 Series,2016,premium unleaded (required),AUTOMATIC,320,50750,|n
234,BMW,2 Series,2016,premium unleaded (required),MANUAL,240,32850,|n
235,BMW,2 Series,2017,premium unleaded (recommended),AUTOMATIC,335,51050,|n
236,BMW,3 Series,2015,diesel,AUTOMATIC,180,43450,|n
237,BMW,3 Series,2015,premium unleaded (required),AUTOMATIC,335,50150,|n
238,BMW,3 Series,2016,diesel,AUTOMATIC,180,44150,|n
239,BMW,3 Series,2016,premium unleaded (required),AUTOMATIC,320,47800,|n
240,BMW,3 Series,2016,premium unleaded (required),MANUAL,240,38350,|n
241,BMW,3 Series,2017,diesel,AUTOMATIC,180,44450,|n
242,BMW,3 Series,2017,premium unleaded (recommended),AUTOMATIC,320,49900,|n
243,BMW,3 Series Gran Turismo,2015,premium unleaded (required),AUTOMATIC,300,47250,|n
244,BMW,3 Series Gran Turismo,2016,premium unleaded (required),AUTOMATIC,300,49200,243
245,BMW,3 Series Gran Turismo,2017,premium unleaded (required),AUTOMATIC,320,49650,244
246,BMW,4 Series,2015,premium unleaded (required),AUTOMATIC,300,56900,|n
247,BMW,4 Series,2016,premium unleaded (required),AUTOMATIC,300,58950,246
248,BMW,4 Series,2016,premium unleaded (required),MANUAL,240,41850,|n
249,BMW,4 Series,2017,premium unleaded (recommended),AUTOMATIC,320,59300,|n
250,BMW,4 Series Gran Coupe,2015,premium unleaded (required),AUTOMATIC,300,47800,|n
251,BMW,4 Series Gran Coupe,2016,premium unleaded (required),AUTOMATIC,300,49950,250
252,BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),AUTOMATIC,320,50300,|n
253,BMW,5 Series,2015,diesel,AUTOMATIC,255,59400,|n
254,BMW,5 Series,2015,premium unleaded (required),AUTOMATIC,443,67200,|n
255,BMW,5 Series,2016,diesel,AUTOMATIC,255,59650,|n
256,BMW,5 Series,2016,premium unleaded (required),AUTOMATIC,443,68600,|n
257,BMW,5 Series Gran Turismo,2015,premium unleaded (required),AUTOMATIC,445,71400,|n
258,BMW,5 Series Gran Turismo,2016,premium unleaded (required),AUTOMATIC,445,72500,257
259,BMW,5 Series Gran Turismo,2017,premium unleaded (required),AUTOMATIC,445,72500,258
260,BMW,6 Series,2015,premium unleaded (required),AUTOMATIC,445,97900,|n
261,BMW,6 Series,2016,premium unleaded (required),AUTOMATIC,445,99200,260
262,BMW,6 Series,2017,premium unleaded (required),AUTOMATIC,445,99500,261
263,BMW,6 Series Gran Coupe,2015,premium unleaded (required),AUTOMATIC,445,92600,|n
264,BMW,6 Series Gran Coupe,2016,premium unleaded (required),AUTOMATIC,445,93900,263
265,BMW,6 Series Gran Coupe,2017,premium unleaded (required),AUTOMATIC,445,94200,264
266,BMW,7 Series,2015,diesel,AUTOMATIC,255,82500,|n
267,BMW,7 Series,2015,premium unleaded (required),AUTOMATIC,535,141200,|n
268,BMW,7 Series,2016,premium unleaded (required),AUTOMATIC,445,97400,267
269,BMW,7 Series,2017,premium unleaded (required),AUTOMATIC,445,97600,268
270,BMW,ActiveHybrid 5,2014,premium unleaded (required),AUTOMATIC,335,61400,|n
271,BMW,ActiveHybrid 5,2015,premium unleaded (required),AUTOMATIC,335,61900,270
272,BMW,ActiveHybrid 5,2016,premium unleaded (required),AUTOMATIC,335,62100,271
273,BMW,ActiveHybrid 7,2013,premium unleaded (required),AUTOMATIC,350,84300,|n
274,BMW,ActiveHybrid 7,2014,premium unleaded (required),AUTOMATIC,350,84300,273
275,BMW,ActiveHybrid 7,2015,premium unleaded (required),AUTOMATIC,335,84300,274
276,BMW,ActiveHybrid X6,2010,premium unleaded (required),AUTOMATIC,480,88900,|n
277,BMW,ActiveHybrid X6,2011,premium unleaded (required),AUTOMATIC,480,88900,276
278,BMW,ALPINA B6 Gran Coupe,2015,premium unleaded (required),AUTOMATIC,540,117300,|n
279,BMW,ALPINA B6 Gran Coupe,2016,premium unleaded (required),AUTOMATIC,600,122200,278
280,BMW,ALPINA B6 Gran Coupe,2017,premium unleaded (required),AUTOMATIC,600,122500,279
281,BMW,ALPINA B7,2014,premium unleaded (required),AUTOMATIC,540,135200,|n
282,BMW,ALPINA B7,2015,premium unleaded (required),AUTOMATIC,540,135200,281
283,BMW,ALPINA B7,2017,premium unleaded (required),AUTOMATIC,600,137000,282
284,BMW,i3,2015,electric,DIRECT_DRIVE,170,42400,|n
285,BMW,i3,2016,electric,DIRECT_DRIVE,170,42400,284
286,BMW,i3,2017,electric,DIRECT_DRIVE,170,43600,285
287,BMW,M,2006,premium unleaded (required),MANUAL,330,51300,|n
288,BMW,M2,2016,premium unleaded (required),MANUAL,365,51700,|n
289,BMW,M2,2017,premium unleaded (required),MANUAL,365,51700,288
290,BMW,M3,2015,premium unleaded (required),MANUAL,425,62000,|n
291,BMW,M3,2016,premium unleaded (required),MANUAL,425,63500,290
292,BMW,M3,2017,premium unleaded (required),MANUAL,425,64000,291
293,BMW,M4,2015,premium unleaded (required),MANUAL,425,72500,|n
294,BMW,M4,2016,premium unleaded (required),MANUAL,425,74200,293
295,BMW,M4,2017,premium unleaded (required),MANUAL,425,74700,294
296,BMW,M4 GTS,2016,premium unleaded (required),AUTOMATED_MANUAL,493,133205,|n
297,BMW,M5,2014,premium unleaded (required),AUTOMATED_MANUAL,552,92900,|n
298,BMW,M5,2015,premium unleaded (required),AUTOMATED_MANUAL,560,93600,297
299,BMW,M5,2016,premium unleaded (required),AUTOMATED_MANUAL,560,94100,298
300,BMW,M6,2015,premium unleaded (required),AUTOMATED_MANUAL,560,118200,|n
301,BMW,M6,2016,premium unleaded (required),AUTOMATED_MANUAL,552,119700,300
302,BMW,M6,2017,premium unleaded (required),AUTOMATED_MANUAL,560,120000,301
303,BMW,M6 Gran Coupe,2015,premium unleaded (required),AUTOMATED_MANUAL,560,115700,|n
304,BMW,M6 Gran Coupe,2016,premium unleaded (required),AUTOMATED_MANUAL,552,117200,303
305,BMW,M6 Gran Coupe,2017,premium unleaded (required),AUTOMATED_MANUAL,560,117500,304
306,BMW,X1,2015,premium unleaded (required),AUTOMATIC,300,39100,|n
307,BMW,X1,2016,premium unleaded (required),AUTOMATIC,228,34800,306
308,BMW,X1,2017,premium unleaded (required),AUTOMATIC,228,35100,307
309,BMW,X3,2015,diesel,AUTOMATIC,180,42000,|n
310,BMW,X3,2015,premium unleaded (required),AUTOMATIC,300,45500,|n
311,BMW,X3,2016,diesel,AUTOMATIC,180,42450,|n
312,BMW,X3,2016,premium unleaded (required),AUTOMATIC,300,46800,|n
313,BMW,X3,2017,diesel,AUTOMATIC,180,42750,|n
314,BMW,X3,2017,premium unleaded (required),AUTOMATIC,300,47950,|n
315,BMW,X4,2015,premium unleaded (required),AUTOMATIC,300,48000,|n
316,BMW,X4,2016,premium unleaded (required),AUTOMATIC,360,57800,315
317,BMW,X4,2017,premium unleaded (required),AUTOMATIC,355,58100,316
318,BMW,X5,2015,diesel,AUTOMATIC,255,57700,|n
319,BMW,X5,2015,premium unleaded (required),AUTOMATIC,445,70100,|n
320,BMW,X5,2016,diesel,AUTOMATIC,255,57700,|n
321,BMW,X5,2016,premium unleaded (required),AUTOMATIC,445,71500,|n
322,BMW,X5,2017,diesel,AUTOMATIC,255,59300,|n
323,BMW,X5,2017,premium unleaded (required),AUTOMATIC,445,72300,|n
324,BMW,X5 M,2015,premium unleaded (required),AUTOMATIC,567,98700,|n
325,BMW,X5 M,2016,premium unleaded (required),AUTOMATIC,567,98800,324
326,BMW,X5 M,2017,premium unleaded (required),AUTOMATIC,567,98800,325
327,BMW,X6,2015,premium unleaded (required),AUTOMATIC,445,72900,|n
328,BMW,X6,2016,premium unleaded (required),AUTOMATIC,445,75300,327
329,BMW,X6,2017,premium unleaded (required),AUTOMATIC,445,76100,328
330,BMW,X6 M,2015,premium unleaded (required),AUTOMATIC,567,102100,|n
331,BMW,X6 M,2016,premium unleaded (required),AUTOMATIC,567,102200,330
332,BMW,X6 M,2017,premium unleaded (required),AUTOMATIC,567,102200,331
333,BMW,Z4,2014,premium unleaded (required),AUTOMATED_MANUAL,335,65800,|n
334,BMW,Z4,2014,premium unleaded (required),MANUAL,300,56950,|n
335,BMW,Z4,2015,premium unleaded (required),AUTOMATED_MANUAL,335,65800,|n
336,BMW,Z4,2015,premium unleaded (required),MANUAL,240,48950,|n
337,BMW,Z4,2016,premium unleaded (required),AUTOMATED_MANUAL,335,66350,|n
